Title,Artist,Tempo,Loudness,Energy,Danceability,Duration,Key,Mode,Year,Hotttnesss,AvgTimbre,AvgPitches,FilteredTerms
Do It To Me,Sasha,116.024,-9.249,0.0,0.0,181.65506,7,1,0,nan,0.3367672915221438,0.3138745577782315,progressive house:1.000;progressive trance:0.970;tech house:0.955;breakbeat:0.903;trance:0.899;hard house:0.873;deep house:0.865;hard trance:0.861;tribal house:0.858;electronic:0.856;techno:0.850;downtempo:0.838;uk garage:0.836;big beat:0.836;electro:0.820;europop:0.819;chill-out:0.819;latin jazz:0.819;disco:0.792;house:0.792;happy hardcore:0.789;samba:0.789;soca:0.789;hip house:0.789;turnablism:0.789;dance pop:0.789;pop rock:0.771;ambient:0.769;hip hop:0.767;soft rock:0.762;dancehall:0.758;minimal:0.747;grunge:0.745;easy listening:0.733;synthpop:0.727;latin:0.722;alternative rock:0.704;reggae:0.701;dance:0.698;death metal:0.695;jazz:0.688;pop:0.686;electronica:0.684;rock:0.663;world:0.622;alternative:0.592;experimental:0.592
Like A Prayer (Tribute To Madonna),Hot Wire,110.198,-5.485,0.0,0.0,194.66404,6,0,0,0.0,-5.751649281809877,0.31589631093687565,uk garage:1.000;nu metal:0.956;alternative metal:0.939;post-grunge:0.938;post-hardcore:0.906;california:0.891;hard rock:0.868;alternative rock:0.826;hip hop:0.799;rock:0.749;electronic:0.741;hardcore:0.718;metal:0.679;alternative:0.679;american:0.679;00s:0.679;ost games:0.515
Faces,RUN-DMC,73.507,-13.306,0.0,0.0,267.59791,10,0,1990,0.4507622416414992,6.6732645573528355,0.4356156179760614,hip hop:1.000;old school hip hop:0.886;east coast rap:0.886;rap:0.875;hardcore rap:0.867;hard rock:0.859;rap rock:0.853;gangster rap:0.853;rapcore:0.846;eurodance:0.835;club:0.823;east coast hip hop:0.820;breakbeat:0.806;golden age:0.782;grunge:0.770;disco:0.756;reggae:0.754;classic rock:0.752;techno:0.752;rock:0.740;funk:0.739;oldies:0.737;electronica:0.735;90s:0.718;indie rock:0.716;soundtrack:0.714;blues:0.712;electro:0.702;80s:0.692;alternative rock:0.690;electronic:0.676;pop:0.676;jazz:0.673;american:0.665;punk:0.632;indie:0.632;alternative:0.632;metal:0.632
Ola ou yé,Patrick Saint-Eloi,130.092,-5.777,0.0,0.0,314.122,10,0,0,0.0,6.032216014110319,0.3542836004484879,zouk:1.000;kizomba:0.899;zouklove:0.899;folk:0.686;world:0.686;country:0.686;los angeles:0.582;french:0.510
How Does It Feel,Avril Lavigne,118.055,-4.772,0.0,0.0,224.93995,0,1,2004,nan,-4.444511793763052,0.258959538456908,teen pop:1.000;pop punk:0.971;pop rock:0.914;punk:0.833;pop:0.820;female vocalist:0.814;rock:0.812;alternative:0.742;canadian:0.742;female:0.742;canada:0.742
Look Up At The Stars And You're Gone,Evergreen Terrace,112.421,-4.732,0.0,0.0,159.4771,7,1,2001,0.5109620440021506,6.119004450707236,0.4348131643315784,melodic hardcore:1.000;metalcore:0.926;hardcore:0.742;punk:0.742;metal:0.742;screamo:0.590;melodic:0.497;heavy metal:0.487;emo:0.481;pop:0.354
A Baby's Born,James Ingram,76.385,-11.937,0.0,0.0,376.68526,2,0,1993,0.0,0.26535831511993574,0.26558903987315585,quiet storm:1.000;r&b:0.992;soft rock:0.935;southern soul:0.932;urban:0.924;smooth jazz:0.901;easy listening:0.894;adult contemporary:0.883;world music:0.882;soul:0.853;classic rock:0.845;soundtrack:0.840;funk:0.828;oldies:0.826;jazz:0.812;singer-songwriter:0.803;male vocalist:0.786;80s:0.768;rock:0.767;pop:0.758;united states:0.750;female vocalist:0.727;gospel:0.715;christian:0.690;american:0.690;male:0.690;sexy:0.690;english:0.690;smooth:0.690;singer:0.690;contemporary jazz:0.690;aor:0.678;mellow:0.647;90s:0.647;guitar:0.647;piano:0.647;classic:0.647;70s:0.647
The Saga Of Rita Joe,Danilo Perez / Claus Ogerman,100.394,-14.117,0.0,0.0,459.31057,4,1,2008,0.0,-3.191884071966956,0.30431178773833245,latin jazz:1.000;future jazz:0.982;brazilian jazz:0.957;piano blues:0.914;broken beat:0.914;acid jazz:0.895;smooth jazz:0.882;jazz:0.811;blues:0.775;electronic:0.696;latin:0.696;contemporary jazz:0.696;piano:0.671;classic:0.671;fusion:0.628;big band:0.621;post-bop:0.572;modern jazz:0.572;european:0.571;panama:0.472;afro-cuban jazz:0.435
Cerilene,Sister Hazel,119.461,-8.416,0.0,0.0,332.93016,10,1,1997,0.5982421548680179,1.033288712270294,0.24841729083423705,post-grunge:1.000;southern rock:0.831;chill-out:0.811;soft rock:0.809;alternative dance:0.807;country rock:0.807;alternative rock:0.804;pop rock:0.800;grunge:0.791;trip hop:0.788;christian rock:0.785;folk rock:0.780;easy listening:0.778;disco:0.778;ska:0.775;alternative pop rock:0.775;video game music:0.768;classic rock:0.761;stoner rock:0.761;rock:0.758;emo:0.740;soundtrack:0.738;indie pop:0.736;indie rock:0.727;new wave:0.719;progressive rock:0.706;blues:0.705;christmas music:0.702;funk:0.698;american trad rock:0.695;male vocalist:0.688;singer-songwriter:0.680;pop:0.678;punk:0.671;alternative:0.670;90s:0.670;acoustic:0.660;country:0.628;electronic:0.628;indie:0.628;folk:0.628;american:0.628;00s:0.628;instrumental:0.597;house:0.597
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,Solomon,95.619,-18.321,0.0,0.0,284.23791,5,1,0,nan,-7.841071069008528,0.26975639060804807,hip pop:1.000;alternative hip hop:0.940;downtempo:0.911;progressive house:0.909;reggae:0.903;hip hop:0.880;electro:0.866;singer-songwriter:0.826;classic rock:0.826;pop:0.824;funk:0.810;rap:0.801;electronic:0.795;dance:0.785;world:0.764;piano:0.726;classical:0.726;rock:0.719;synthpop:0.713;caribbean:0.699;indie:0.689;alternative:0.689;world fusion:0.689;synth:0.689;guitar:0.689;sweden:0.689;new york:0.689;england:0.689;singer:0.689;pianist:0.641;reggae rock:0.586;trinidad and tobago:0.576;rapper:0.573;pop reggae:0.447;ep:0.437;old school:0.400
Tiempos Dificiles,Juan Carlos Baglietto,97.342,-14.511,0.0,0.0,232.61995,10,1,1982,0.20138744193431418,0.43429451637305333,0.28206903083721235,tango:1.000;ballad:0.945;male vocalist:0.758;rock:0.754;argentina:0.746;rock argentina:0.693;folk:0.679;latin:0.679;classic:0.679;melodic:0.679;spanish rock:0.666;rock nacional:0.605;argentinian:0.574;rio de la plata:0.567;spanish:0.557;argentinos:0.550;alternative rock:0.359
1. Molto allegro con fuoco,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,160.246,-19.852,0.0,0.0,413.1522,7,0,0,nan,-2.257060773207553,0.30907993731530714,soundtrack:1.000;classical:0.970;jazz:0.877;french:0.852;piano:0.848;instrumental:0.848;modern:0.834;beautiful:0.822;composer:0.778;jazz piano:0.773;slow:0.737;neoclassical:0.726;film music:0.723;pianist:0.723;classical piano:0.705;classic:0.700;powerful:0.693;passionate:0.689;chamber music:0.647;movie music:0.623;quiet  music:0.541
Go Back,Crabby Appleton,89.091,-4.594,0.0,0.0,186.69669,1,1,1970,0.5701059300583878,11.425799497230935,0.42444119001935343,power pop:1.000;pop rock:0.983;classic rock:0.925;folk rock:0.913;blues-rock:0.907;electric blues:0.907;psychedelic rock:0.900;rock:0.878;soft rock:0.867;blues:0.769;united states:0.733;album rock:0.711;soul:0.709;pop:0.692;70s:0.692;folk:0.667;country:0.624;world:0.624;acoustic:0.624;argentina:0.624;boogie rock:0.595;am pop:0.561;funk soul:0.489;rock 70s:0.472;alternative rock:0.298
They Held Hands,Dave Rave_ Mark McCarron,102.16,-13.711,0.0,0.0,165.61587,6,0,0,nan,-5.2184977358365465,0.24185930019117186,easy listening:1.000;rave:0.888;jazz:0.871;bongo:0.843;beat:0.843;symphony:0.810;love song:0.580;jazz vocal:0.573;new york:0.572;pop:0.490;guitar:0.430
Rock N Roll,Remi Nicole,84.009,-5.39,0.0,0.0,379.37587,10,0,0,nan,9.783689191037514,0.396135223918074,twee pop:1.000;pop rock:0.966;british pop:0.934;chill-out:0.933;indie pop:0.881;electro:0.868;folk rock:0.856;singer-songwriter:0.831;indie rock:0.827;rock:0.813;female vocalist:0.804;acoustic:0.787;hip hop:0.783;pop:0.772;indie:0.720;electronic:0.720;british:0.720;alternative:0.695;00s:0.653;alternative pop:0.653;female:0.653;vocal:0.653;english:0.653;guitar:0.653;twee:0.653;england:0.653;london:0.653;uk:0.478;new soul:0.456;alternative rock:0.331
Breiz Ma bro,André Blot,199.483,-6.031,0.0,0.0,179.85261,10,1,0,nan,17.41967704577043,0.33530255324266595,musette:1.000;folk:0.575;country:0.575;world:0.575
As The Hog Pisseth,All Leather,84.562,-7.107,0.0,0.0,108.38159,2,1,0,0.476435219642529,15.618385919232667,0.31718947428366034,digital hardcore:1.000;dance-punk:1.000;punk:0.785;experimental:0.785;hardcore:0.785;club:0.594;guitar:0.352
Goodbye (Solo Version),Billy Bragg,81.256,-17.81,0.0,0.0,180.1922,0,1,2008,0.23158498839158823,-9.878575840574241,0.20432038267109742,urban folk:1.000;folk rock:0.967;singer-songwriter:0.842;alternative:0.738;punk:0.738;england:0.738;alternative pop rock:0.680;british folk:0.661;political:0.487;folk:0.429;rock:0.385;country:0.379;pop:0.364;guitar:0.363;classic:0.363;beautiful:0.362;80s:0.324;soul:0.300
My Way,Little Milton,76.415,-6.144,0.0,0.0,264.59383,3,1,0,nan,-3.372961315660444,0.27940668649672734,electric blues:1.000;soul blues:0.990;blues:0.941;chicago blues:0.928;delta blues:0.920;jazz funk:0.887;r&b:0.878;chicago soul:0.867;ballad:0.856;funk:0.842;disco:0.837;memphis blues:0.833;motown:0.833;soul jazz:0.833;boogie-woogie:0.833;harmonica blues:0.833;techno:0.779;screamo:0.769;soul:0.762;jazz:0.753;oldies:0.750;united states:0.721;singer-songwriter:0.698;electronic:0.677;house:0.677;male vocalist:0.673;female vocalist:0.672;pop:0.643;70s:0.643;60s:0.643;modern electric blues:0.640;rock:0.636;song writer:0.621;funk soul:0.615;male:0.610;guitar:0.610;funny:0.610;stax:0.593;emo violence:0.584;adult contemporary:0.578;florida:0.564;chess records:0.534
E Samba (Accapella),Junior Jack,106.216,-12.715,0.0,0.0,96.10404,0,1,0,0.7903445603060839,27.4904546849839,0.4233089774557166,progressive house:1.000;deep house:0.979;disco:0.978;tribal house:0.953;tech house:0.947;hard house:0.941;hard trance:0.935;trance:0.919;electronic:0.908;house:0.906;italian disco:0.878;uk garage:0.878;progressive trance:0.875;electro:0.868;downtempo:0.863;club:0.862;happy hardcore:0.844;british pop:0.844;chill-out:0.844;speed garage:0.844;funky house:0.844;hardstyle:0.844;latin jazz:0.844;disco house:0.844;techno:0.843;breakbeat:0.832;hip hop:0.830;trip hop:0.823;eurodance:0.805;belgium:0.791;latin:0.784;dance:0.772;electronica:0.757;new wave:0.749;hard rock:0.727;rock:0.723;soul:0.704;indie rock:0.703;pop:0.684;canada:0.684;synthpop:0.638;80s:0.616;alternative:0.616;hardcore:0.616;ambient:0.616;industrial:0.616;swedish:0.616
You Tell Me,Johnny Cash,196.303,-13.136,0.0,0.0,80.03873,1,1,1959,nan,1.0053071611761824,0.3970183697111125,honky tonk:1.000;country:0.822;rock:0.775;traditional country:0.652;rockabilly:0.516;pop:0.431;acoustic:0.426;traditional:0.390;classic:0.381;guitar:0.361;folk:0.344;soul:0.292
I Remember (amended album version),Lil Boosie,171.85,-3.165,0.0,0.0,243.35628,10,1,2006,0.5915389293224396,12.404170128935613,0.3747648479398242,gangster rap:1.000;hip hop:0.853;rap:0.850;southern rap:0.698;dirty south rap:0.610;instrumental:0.500;classic:0.353;metal:0.337
Lover Come Back To Me,Candlebox,125.994,-7.589,0.0,0.0,283.66322,10,1,0,nan,-1.1020334208016564,0.2673126036053066,post-grunge:1.000;grunge:0.979;hard rock:0.852;rock:0.787;alternative:0.708;seattle:0.683;alternative pop rock:0.643;blues:0.545;jazz:0.493;guitar:0.475;metal:0.431;bass:0.414;pop:0.406;psychedelic:0.380;punk:0.362;indie:0.362
Jesus Laughing (Some Things Never Change Version),Mark Lowry,143.898,-7.874,0.0,0.0,205.26975,7,1,0,nan,2.189046045108603,0.2686096127424579,ccm:1.000;southern gospel:0.962;singer-songwriter:0.768;christian:0.706;male vocalist:0.701;comedy:0.690;american:0.667;inspirational:0.618;praise & worship:0.578;contemporary gospel:0.554
Been There All The Time,Dinosaur Jr.,253.357,-3.868,0.0,0.0,220.70812,2,1,2007,0.6292127100645375,7.551788214488538,0.4395671929787586,indie rock:1.000;rock:0.920;alternative:0.883;american underground:0.769;modern rock:0.765;shoegaze:0.612;classic rock:0.592;guitar:0.588;amherst:0.583;classic:0.536;acoustic:0.527;indie:0.517;noise:0.517;punk:0.477;beautiful:0.458;metal:0.452;pop:0.413;experimental:0.398;hardcore:0.351
Loca (a/k/a Crazy) (Version Banda),Marisela,84.283,-5.837,0.0,0.0,162.55955,7,0,0,nan,6.903040488016227,0.32151285996048595,cumbia:1.000;tropical:0.965;merengue:0.956;mariachi:0.956;ranchera:0.956;salsa:0.956;karaoke:0.956;thrash metal:0.847;latin pop:0.845;pop:0.775;classical:0.763;latin:0.763;80s:0.731;spanish:0.705;rock:0.695;folk:0.660;spain:0.660;mexico:0.653;ballad:0.528;rock en tu idioma:0.507
When,Wilshire,126.179,-4.601,0.0,0.0,181.49832,10,1,2003,nan,1.9161168541690627,0.29500998569991493,ccm:1.000;pop rock:0.788;adult contemporary:0.676;rock:0.637;english:0.609;christian:0.609;indie:0.573;electronic:0.573;alternative pop rock:0.556;synthpop:0.539;north carolina:0.512;alternative rock:0.300
Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,Lionel Rogg,126.786,-20.848,0.0,0.0,172.38159,2,0,0,nan,-2.8246893985096855,0.2441200628945747,early music:1.000;easy listening:0.915;los angeles:0.758;baroque:0.740;classic:0.740;concerto:0.712;symphony:0.712;organ:0.698;german:0.694;serialism:0.665;switzerland:0.644;disco:0.577;keyboard:0.575;piano:0.402;composer:0.383
It Killed Mom,The Oh Sees,100.928,-6.111,0.0,0.0,162.37669,5,0,0,0.5797287486139356,4.525166983845266,0.2770511216065265,noise pop:1.000;garage rock:0.994;stoner rock:0.980;blues:0.854;garage:0.816;indie rock:0.814;indie:0.789;psychedelic:0.789;lo-fi:0.789;00s:0.744;rock:0.735;trippy:0.728;60s:0.699;psychedelic folk:0.649;rock 'n roll:0.625;pitchfork:0.519;fuzzy:0.486;revival:0.478
Baby_ Baby_ Baby,Bob Margolin,79.905,-9.384,0.0,0.0,198.84363,4,1,0,0.23871828454406044,0.513411434870383,0.3088500217331598,blues-rock:1.000;chicago blues:1.000;massachusetts:0.935;blues:0.897;classic rock:0.851;united states:0.801;rock:0.735;guitar:0.726;boston:0.650;harp:0.631;modern electric blues:0.618;modern blues:0.563;blues guitar:0.537;gramusels bluesrock:0.515;modern electric chicago blues:0.455
If You Smile At The Sun,Kitty Kallen,86.961,-16.151,0.0,0.0,151.92771,5,1,0,nan,1.7393124687763533,0.28896246493719074,cool jazz:1.000;latin jazz:1.000;ballad:0.986;smooth jazz:0.968;easy listening:0.960;soft rock:0.958;oldies:0.935;jazz:0.930;country:0.859;female vocalist:0.858;big band:0.802;pop:0.794;rock:0.785;vocal:0.776;jazz vocal:0.766;american:0.750;female:0.750;soul:0.750;swing:0.750;50s:0.750;instrumental:0.705;romantic:0.705;moje standards:0.669;philadelphia:0.642;40s:0.632;standard:0.612;vocal pop:0.580;jazz divas:0.567;traditional pop:0.542;torch song:0.520
Beat Conductor,Autonomous Bass Heads,137.963,-6.497,0.0,0.0,307.722,7,1,0,0.0,4.076442148682585,0.4374134730059326,turnablism:1.000;electro:0.964;breakbeat:0.930
Disconnected,Cowboy Mouth,103.218,-5.88,0.0,0.0,237.60934,9,1,0,nan,3.1188642268130793,0.4428506981787573,post-grunge:1.000;country rock:0.826;southern rock:0.819;blues-rock:0.775;rock 'n roll:0.775;chicago blues:0.775;cowpunk:0.775;electric blues:0.775;americana:0.771;alternative rock:0.756;free jazz:0.755;pop rock:0.754;smooth jazz:0.751;stoner rock:0.728;garage rock:0.719;psychedelic rock:0.718;rock:0.718;easy listening:0.713;jam band:0.710;hip hop:0.692;classic rock:0.677;soundtrack:0.673;blues:0.670;indie pop:0.670;hard rock:0.665;jazz:0.665;pop:0.651;american trad rock:0.648;indie rock:0.642;electronic:0.625;male vocalist:0.621;alternative country:0.615;indie:0.611;alternative:0.611;new orleans:0.594;ambient:0.592;punk:0.592;american:0.592;acoustic:0.560;fusion:0.560;guitar:0.560;lounge:0.560;latin:0.560;country:0.560;funny:0.560;new york:0.560
The Hard Part's Letting Go,Jeff Talmadge,160.105,-12.174,0.0,0.0,228.62322,2,1,0,nan,-8.785184322387162,0.25398110062665774,folk rock:1.000;singer-songwriter:0.922;americana:0.804;country:0.784;adult contemporary:0.779;folk:0.776;rock:0.762;contemporary folk:0.672;texas:0.666;fingerstyle:0.633;acoustic:0.592;georgia:0.531;lyrical:0.523;alternative rock:0.311
Ostravaczech,Krystof,130.042,-10.084,0.0,0.0,285.67465,0,1,2006,0.4348380902608562,8.177229785087478,0.34514766790404167,soft rock:1.000;pop rock:0.952;instrumental pop:0.928;easy listening:0.862;rock:0.831;british pop:0.796;ska:0.741;alternative rock:0.696;emo:0.688;czech republic:0.672;indie rock:0.653;jazz:0.643;pop:0.635;folk:0.565;indie:0.565;alternative:0.565;acoustic:0.565;instrumental:0.565;90s:0.565;00s:0.565;new age:0.565;male:0.565;alternative pop:0.565;male vocalist:0.565;contemporary jazz:0.565;rock against communism:0.563;national socialist black metal:0.559;disney music:0.525;group:0.524;florida:0.518;eastern europe rock:0.517;white power:0.509;kids:0.492;contemporary instrumental:0.476;hatecore:0.473
Tomorrow Never Knows,Dwight Twilley,90.875,-8.812,0.0,0.0,224.54812,7,1,0,nan,-3.1349612147535155,0.2689979611005525,power pop:1.000;pop rock:0.957;rock 'n roll:0.857;disco:0.827;new wave:0.808;rock:0.782;soundtrack:0.770;downtempo:0.764;pop:0.752;electronic:0.745;hard rock:0.742;ska:0.736;album rock:0.715;funk:0.707;electro:0.703;male vocalist:0.696;alternative rock:0.692;synthpop:0.662;70s:0.652;pop underground:0.649;80s:0.632;vocal:0.632;united states:0.606;glam:0.597;funk soul:0.437;60s influenced:0.430;tulsa:0.410
So Fresh,Tum Tum,66.565,-17.014,0.0,0.0,209.18812,2,1,0,0.0,2.7140984074000714,0.3721778746954721,dirty south rap:1.000;rap:0.901;hip hop:0.885;hardcore rap:0.849;southern rap:0.841;club:0.835;funk:0.796;texas:0.775;dj:0.706;dallas:0.697;houston:0.666;rap us:0.602;gangsta:0.590;south:0.510
Qué Desilusión,Mägo de Oz,121.955,-4.638,0.0,0.0,295.31383,7,1,2010,0.43965465970686407,7.682503613669653,0.3608444774887824,folk rock:1.000;heavy metal:0.969;alternative metal:0.933;folk metal:0.922;celtic metal:0.911;blues-rock:0.874;celtic rock:0.874;power metal:0.866;symphonic metal:0.853;rock:0.852;gothic metal:0.822;celtic:0.813;power pop:0.813;progressive metal:0.793;pop rock:0.791;metalcore:0.785;hard rock:0.784;thrash metal:0.782;classic rock:0.760;progressive rock:0.754;alternative rock:0.728;indie rock:0.719;punk:0.712;spanish:0.686;metal:0.684;spain:0.684;folk:0.662;mediaeval:0.644;alternative:0.624;melodic metal:0.624;indie:0.624;electronic:0.624;heavy:0.624;progressive:0.624;instrumental:0.624;japanese:0.624;90s:0.624;latin:0.624;epic:0.624;glam:0.623;spanish rock:0.612;rock en espanol:0.602;spanish metal:0.599;true metal:0.565
Come ALong,Johnny Osbourne,135.537,-7.454,0.0,0.0,200.41098,6,0,0,0.0,7.721616106336362,0.34929848192473645,roots reggae:1.000;dancehall:0.995;reggae:0.989;lovers rock:0.967;dub:0.961;rock steady:0.931;jungle music:0.894;ska:0.840;trip hop:0.810;ragga jungle:0.798;ragamuffin:0.798;roots rock:0.798;hip hop:0.794;breakbeat:0.784;breakcore:0.775;jamaica:0.744;downtempo:0.741;electronic:0.728;funk:0.720;trance:0.685;united states:0.670;raga:0.669;rock:0.642;soul:0.617;roots:0.617;world:0.585;pop:0.585;house:0.585;japan:0.585;canada:0.585;synthpop:0.555;rasta:0.554;jamaican:0.553;africosmic:0.550;french:0.527;conscious:0.523;reggae pop:0.519;dancehall reggae:0.519;roots and culture:0.514
Banho De Amor,Moraes Moreira,132.558,-7.437,0.0,0.0,280.65914,0,1,1991,0.0,2.1931714141777308,0.33298680878462217,latin jazz:1.000;bossa nova:0.987;brazilian pop music:0.967;samba:0.958;batucada:0.899;jazz funk:0.862;choro:0.862;world beat:0.862;jazz:0.840;soft rock:0.827;disco:0.791;downtempo:0.758;brazilian:0.704;rock:0.702;latin:0.700;electronic:0.651;00s:0.651;world:0.651;brazil:0.651;lounge:0.613;lusofonia:0.596;latin music:0.554;hippie:0.553;brazilian rock:0.540;carnival:0.530;bahia:0.468;brazilian folk:0.434
Danote,Darko,124.255,-14.175,0.0,0.0,378.67057,7,1,0,nan,-0.04678473188142025,0.3947875153847421,progressive house:1.000;tech house:0.969;hardstyle:0.961;soft rock:0.944;progressive trance:0.935;happy hardcore:0.925;hard house:0.910;easy listening:0.909;hard trance:0.904;disco house:0.853;electronic:0.827;rock:0.772;dance:0.763;trance:0.763;electro:0.762;classical:0.747;traditional:0.747;electronica:0.747;death metal:0.739;techno:0.723;hardcore:0.686;spain:0.686;minimal:0.671;dj:0.671;90s rock:0.655;house:0.650;belgium:0.650;bulgarian:0.618;spoken word:0.614;european:0.603;united states:0.586;switzerland:0.576;mississippi:0.539;mood music:0.429
Angel Of Light (Never Say Die Album Version),Petra,101.004,-6.949,0.0,0.0,262.21669,1,0,0,nan,5.935610026030456,0.3579623980489703,ccm:1.000;christian rock:0.981;country rock:0.830;christian music:0.799;pop folk:0.799;christian metal:0.799;rave:0.786;trip hop:0.780;gospel:0.772;soft rock:0.770;hard rock:0.766;classic rock:0.754;progressive rock:0.749;contemporary christian:0.748;heavy metal:0.738;techno:0.686;alternative rock:0.678;singer-songwriter:0.674;rock:0.666;christian:0.654;male vocalist:0.651;metal:0.623;electronic:0.623;70s:0.623;80s:0.623;germany:0.623;finish:0.606;american:0.592;alternative:0.592;pop:0.592;90s:0.592;acoustic:0.592;00s:0.592;female vocalist:0.592;country:0.592;old school:0.592;worship music:0.587;aor:0.583;praise & worship:0.551;slovak:0.548;white metal:0.539;international:0.537;modern worship:0.517;pop rock:0.489
Dream Lover,Plasmatics,125.363,-11.685,0.0,0.0,344.24118,0,1,1980,0.5428987432910862,11.496971606837738,0.48700914777499993,trip hop:1.000;hard rock:0.998;hard trance:0.965;hard house:0.960;gabba:0.944;tech house:0.938;progressive trance:0.937;deep house:0.933;techno:0.928;riot grrrl:0.923;shock rock:0.923;progressive house:0.914;downtempo:0.912;punk:0.882;electronic:0.880;breakbeat:0.878;hardcore punk:0.846;new wave:0.843;trance:0.842;heavy metal:0.835;rockabilly:0.834;experimental:0.816;female vocalist:0.801;abstract:0.785;united states:0.767;hardcore:0.758;germany:0.752;intelligent dance music:0.743;drum and bass:0.741;house:0.736;rock:0.729;rock 'n roll:0.727;80s:0.699;metal:0.699;italy:0.699;alternative:0.678;indie:0.678;american:0.678;street punk:0.678;crossover:0.678;ambient:0.641;new york:0.641
Party In The Sky,Inspiral Carpets,187.66,-11.319,0.0,0.0,232.12363,7,1,1994,0.5317220984213001,6.460966821596816,0.256680398806388,indie rock:1.000;psychedelic rock:0.962;madchester:0.960;dance rock:0.954;rock:0.946;progressive house:0.911;alternative rock:0.903;pop rap:0.889;british pop:0.885;downtempo:0.884;dub:0.882;electronic:0.852;garage rock:0.850;new wave:0.848;blues-rock:0.847;new beat:0.847;hip house:0.847;pop rock:0.846;hard trance:0.841;art rock:0.841;techno:0.838;breakbeat:0.834;trance:0.828;synthpop:0.825;progressive trance:0.820;folk rock:0.820;grunge:0.818;big beat:0.815;europop:0.815;hip hop:0.807;classic rock:0.792;house:0.787;electro:0.784;ska:0.764;shoegaze:0.764;power pop:0.763;disco:0.754;blues:0.743;emo:0.715;hard rock:0.706;jazz:0.705;pop:0.691;dance:0.683;electronica:0.669;alternative:0.665;indie:0.652
Tüflische Plan,Stern,139.949,-8.452,0.0,0.0,241.13587,2,0,0,0.0,-7.9972676476511175,0.27056990289668925,easy listening:1.000;hip hop:0.926;rap:0.922;pop:0.860;german:0.860;swiss:0.860;switzerland:0.812;east coast:0.809;mundart:0.763;pennsylvania:0.705;simple:0.636
Regresa A Mi (Unbreak My Heart),Yuridia,109.996,-7.918,0.0,0.0,264.54159,0,1,0,0.4454545254934259,2.715299080443687,0.25374551421952996,latin pop:1.000;emo:0.893;singer-songwriter:0.843;pop:0.826;latin:0.826;latino:0.774;spanish:0.754;mexico:0.745;rock:0.743;spanish pop:0.703;romantic:0.700;female vocalist:0.700;mexican:0.682
I Will Turn Your Money Green (Tk. 1),Furry Lewis,104.237,-18.466,0.0,0.0,188.02893,11,0,0,nan,-10.434965614996889,0.31927227732707447,country blues:1.000;delta blues:0.987;piedmont blues:0.969;blues:0.908;memphis blues:0.877;east coast blues:0.877;bluegrass:0.859;blues-rock:0.841;chicago blues:0.841;electric blues:0.841;folk:0.733;country:0.676;male vocalist:0.672;guitar:0.662;world:0.662;acoustic blues:0.654;mondiovision:0.641;50s:0.641;american:0.641;united states:0.613;southern soul:0.610;acoustic:0.605;blues guitar:0.581;mississippi:0.566;shaman:0.563;cajun:0.534;guitar blues:0.504;blues revival:0.502;mississippi blues:0.476;fat possum:0.469;american roots:0.467
I Can't Wait 'Til Christmas (LP Version),Bryan White,126.618,-8.278,0.0,0.0,240.90077,0,1,1999,0.0,4.944389326457423,0.2801078707733025,country:1.000;contemporary country:0.991;male vocalist:0.960;christmas music:0.948;country pop:0.927;male:0.867;modern country:0.865;new traditionalist country:0.782;holiday:0.772;male country:0.742;tennessee:0.695;pop country:0.646;honky tonk:0.525
The Fortway,Dirty Harry,126.412,-15.303,0.0,0.0,559.75138,11,0,0,nan,10.617784664796599,0.33773891168824255,new beat:1.000;modern rock:0.823;jungle music:0.790;hip house:0.790;electronic:0.788;glam rock:0.778;pop rock:0.769;drum and bass:0.769;progressive house:0.762;rock:0.757;techno:0.747;progressive trance:0.742;grunge:0.740;punk:0.727;belgium:0.687;progressive rock:0.683;house:0.674;trance:0.673;acid:0.662;alternative rock:0.661;singer-songwriter:0.656;female vocalist:0.631;acid house:0.618;synthpop:0.604;ebm:0.602;pop:0.602;spain:0.602;french:0.587;united states:0.576;80s:0.571;metal:0.569;alternative:0.569;lo-fi:0.569;glam:0.568;mexico:0.564;riot grrrl:0.543;euro-house:0.527;energy:0.505;washington:0.503;jump up:0.491;clownstep:0.478;italian dance:0.457
Subliminal mit Naturgeraeuschen,Kurt Tepperwein,145.259,-21.036,0.0,0.0,1222.42567,8,0,0,nan,-6.898743620192489,0.24195794817329067,meditation:1.000
Guitarra Dimelo Tu,Alberto Cortez,91.584,-6.752,0.0,0.0,183.17016,3,1,0,0.3347065490692206,3.327170617486357,0.34476684649080724,chanson:1.000;bolero:0.943;chorus:0.895;flamenco:0.895;latin:0.782;singer-songwriter:0.768;oldies:0.767;pop:0.708;song writer:0.687;vocal:0.687;spain:0.671;argentina:0.671;60s:0.613;germany:0.613;singer:0.571;trova:0.561;nueva cancion:0.513;milonga:0.468;protest:0.457
